eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,count
201703270037,2017,3,25,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,719
201703270039,2017,3,27,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,719
201703270048,2017,3,27,,0,,153,Pakistan,6,South Asia,Balochistan,Sibi,29.548279,67.879189,719
201703290001,2017,3,29,,0,,153,Pakistan,6,South Asia,Balochistan,Quetta,30.200819,66.994354,719
201703290022,2017,3,29,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Piro Khel,34.146944,71.162778,719
201703290023,2017,3,29,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Piro Khel,34.146944,71.162778,719
201703290030,2017,3,31,,0,,153,Pakistan,6,South Asia,Balochistan,Gomazai,26.134384,62.296852,719
201703300002,2017,3,30,,0,,153,Pakistan,6,South Asia,Balochistan,Pirandar,26.482416,65.282104,719
201703300016,2017,3,30,,0,,153,Pakistan,6,South Asia,Punjab,Nankana Sahib,31.450781,73.703651,719
201703300027,2017,3,30,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Ismaelzai,33.694093,71.00058,719
201703300030,2017,3,30,,0,,153,Pakistan,6,South Asia,Sindh,Atal Mor,28.282935,68.436488,719
201703300034,2017,3,30,,0,,153,Pakistan,6,South Asia,Punjab,Sialkot,32.491775,74.508059,719
201703310001,2017,3,31,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Parachinar,33.897995,70.107536,719
201704010017,2017,4,1,,1,,153,Pakistan,6,South Asia,Balochistan,Kech district,26.398543,62.920592,719
201704020016,2017,4,2,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Kand Ghar,32.619178,69.508263,719
201704020021,2017,4,2,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Shingak,33.839133,69.987529,719
201704020022,2017,4,2,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Kachkina,33.886634,70.010088,719
201704030011,2017,4,2,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Shingak,33.842159,69.987799,719
201704030014,2017,4,3,,0,,153,Pakistan,6,South Asia,Balochistan,Dera Murad Jamali,28.54439,68.218002,719
201704040020,2017,4,5,,1,,153,Pakistan,6,South Asia,Islamabad Capital Territory,Islamabad,33.671638,73.056068,719
201704050001,2017,4,5,,0,,153,Pakistan,6,South Asia,Punjab,Lahore,31.50547,74.34288,719
201704050008,2017,4,5,,0,,153,Pakistan,6,South Asia,Balochistan,Shiktaak,28.584053,65.416645,719
201704050024,2017,4,5,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,719
201704060008,2017,4,6,,0,,153,Pakistan,6,South Asia,Balochistan,Kalat,29.047852,66.593323,719
201704060026,2017,4,6,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,719
201704070046,2017,4,7,,0,,153,Pakistan,6,South Asia,Balochistan,Kech district,26.156056,63.014758,719
201704070052,2017,4,7,,0,,153,Pakistan,6,South Asia,Punjab,Lahore,31.50547,74.34288,719
201704070056,2017,4,7,2017-04-07 00:00:00,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,719
201704080022,2017,4,8,,0,,153,Pakistan,6,South Asia,Punjab,Lahore,31.50547,74.34288,719
201704090014,2017,4,8,,0,,153,Pakistan,6,South Asia,Balochistan,Chaman,30.92211,66.45153,719
201704090023,2017,4,9,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Bara,33.916433,70.882702,719
201704090031,2017,4,9,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Peshawar district,34.045997,71.61604,719
201704090035,2017,4,9,,0,,153,Pakistan,6,South Asia,Balochistan,Sui,28.633307,69.190369,719
201704100025,2017,4,10,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Lakhti Banda,33.518343,71.068964,719
201704110033,2017,4,11,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,719
201704120005,2017,4,12,,0,,153,Pakistan,6,South Asia,Balochistan,Gwadar,25.1458,62.326557,719
201704120011,2017,4,12,,0,,153,Pakistan,6,South Asia,Balochistan,Hoshab,26.008619,63.891228,719
201704130008,2017,4,13,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Bannu,32.987347,70.602524,719
201704130031,2017,4,11,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Biazai,34.487171,71.074021,719
201704140017,2017,4,14,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,719
201704150028,2017,2,15,,0,,153,Pakistan,6,South Asia,Balochistan,Gomazai,26.134384,62.296852,719
201704150035,2017,4,15,"April 1-30, 2017",0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Badr,32.46252,69.738365,719
201704160006,2017,4,16,,0,,153,Pakistan,6,South Asia,Balochistan,Turbat,25.999413,63.047451,719
201704170055,2017,4,17,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Karak district,33.110479,71.091375,719
201704170062,2017,4,17,,0,,153,Pakistan,6,South Asia,Balochistan,Quetta,30.200819,66.994354,719
201704180041,2017,4,18,2017-04-18 00:00:00,0,,153,Pakistan,6,South Asia,Punjab,Lahore,31.50547,74.34288,719
201704180057,2017,4,18,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Hangu,33.527413,71.066635,719
201704190037,2017,4,19,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Shamshato,33.878318,71.720727,719
201704190063,2017,4,19,,0,,153,Pakistan,6,South Asia,Punjab,Sialkot,32.491584,74.530452,719
201704200008,2017,4,20,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,719
201704210047,2017,4,21,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Tauhidabad,34.726667,71.489722,719
201704210061,2017,4,21,,0,,153,Pakistan,6,South Asia,Balochistan,Quetta,30.200819,66.994354,719
201704220002,2017,4,22,,1,,153,Pakistan,6,South Asia,Balochistan,Mashkai,26.949394,65.492241,719
201704220009,2017,4,22,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Shaheedano Dhand,33.511486,70.296379,719
201704230001,2017,4,23,,0,,153,Pakistan,6,South Asia,Balochistan,Mand,26.115631,62.037643,719
201704230002,2017,4,23,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Alingar,34.671791,71.251938,719
201704240006,2017,4,24,,0,,153,Pakistan,6,South Asia,Balochistan,Pasni,25.26786,63.460991,719
201704240021,2017,4,24,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,719
201704240027,2017,4,24,,0,,153,Pakistan,6,South Asia,Punjab,Khanpur,28.649121,70.651421,719
201704250002,2017,4,25,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Godar,33.785873,70.221453,719
201704250003,2017,4,25,,0,,153,Pakistan,6,South Asia,Balochistan,Mand,26.115631,62.037643,719
201704260030,2017,4,26,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Kat Shahana,31.729167,70.855,719
201704290007,2017,4,29,,0,,153,Pakistan,6,South Asia,Balochistan,Machh,29.855375,67.339928,719
201704290008,2017,4,29,,0,,153,Pakistan,6,South Asia,Balochistan,Machh,29.855375,67.339928,719
201704290009,2017,4,29,,0,,153,Pakistan,6,South Asia,Balochistan,Machh,29.855375,67.339928,719
201704290010,2017,4,29,,0,,153,Pakistan,6,South Asia,Balochistan,Machh,29.855375,67.339928,719
201705010011,2017,5,1,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Yakhta,33.695975,70.336069,719
201705010031,2017,5,1,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Maidan,34.968227,71.842196,719
201705010042,2017,5,1,,0,,153,Pakistan,6,South Asia,Balochistan,Dera Bugti,29.034412,69.158661,719
201705020002,2017,5,2,,0,,153,Pakistan,6,South Asia,Balochistan,Malanut,26.131706,62.329199,719
201705020003,2017,5,2,,0,,153,Pakistan,6,South Asia,Balochistan,Hoshab,26.008619,63.891228,719
201705020004,2017,5,2,,0,,153,Pakistan,6,South Asia,Balochistan,Sangsila,29.083858,68.862762,719
201705020013,2017,5,2,,1,,153,Pakistan,6,South Asia,Balochistan,Washuk,27.72436,64.809082,719
201705020017,2017,5,2,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,South Waziristan district,32.320237,69.859741,719
201705020018,2017,5,2,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,South Waziristan district,32.320237,69.859741,719
201705020028,2017,5,2,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Chakar Mela,33.093889,71.646667,719
201705030014,2017,5,3,,0,,153,Pakistan,6,South Asia,Punjab,Douli,28.551587,69.815168,719
201705030015,2017,5,3,,0,,153,Pakistan,6,South Asia,Balochistan,Qila Abdullah district,30.805486,66.712915,719
201705040028,2017,5,4,,0,,153,Pakistan,6,South Asia,Punjab,Saddar,28.549415,70.621679,719
201705060030,2017,5,6,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Spinwam,33.173749,70.401907,719
201705070018,2017,5,7,,0,,153,Pakistan,6,South Asia,Balochistan,Kohlu,29.896093,69.250237,719
201705070019,2017,5,7,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Tindwah,33.693501,70.404305,719
201705080017,2017,5,8,,0,,153,Pakistan,6,South Asia,Balochistan,Gayab Mand,26.156056,63.014758,719
201705080018,2017,5,8,,0,,153,Pakistan,6,South Asia,Balochistan,Awaran,26.457338,65.23111,719
201705080019,2017,5,8,,0,,153,Pakistan,6,South Asia,Balochistan,Machh,29.855375,67.339928,719
201705080021,2017,5,8,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Urmar,33.962677,71.731377,719
201705080022,2017,5,8,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,719
201705080028,2017,5,8,,0,,153,Pakistan,6,South Asia,Punjab,Langa Bhattian,32.099476,74.874735,719
201705090032,2017,5,9,,0,,153,Pakistan,6,South Asia,Balochistan,Turbat,25.999413,63.047451,719
201705090046,2017,5,9,,0,,153,Pakistan,6,South Asia,Balochistan,Pidarak,25.840953,63.233978,719
201705100005,2017,5,10,,0,,153,Pakistan,6,South Asia,Balochistan,Kech district,26.156056,63.014758,719
201705100006,2017,5,10,,0,,153,Pakistan,6,South Asia,Balochistan,Kahan,29.673863,68.715498,719
201705100047,2017,5,10,2017-05-10 00:00:00,1,,153,Pakistan,6,South Asia,Punjab,Rawalpindi,33.594013,73.069077,719
201705120006,2017,5,12,,0,,153,Pakistan,6,South Asia,Balochistan,Mastung,29.803965,66.85099,719
201705120013,2017,5,12,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Parachinar,33.897995,70.107536,719
201705130008,2017,5,13,,0,,153,Pakistan,6,South Asia,Balochistan,Pishukan,25.123611,62.066667,719
201705130009,2017,5,13,,0,,153,Pakistan,6,South Asia,Balochistan,Pishukan,25.123611,62.066667,719
201705140005,2017,5,14,,0,,153,Pakistan,6,South Asia,Balochistan,Mar Gat,30.123709,67.28397,719
201705140026,2017,5,14,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Olay Cheena,33.695975,70.336069,719
201705150009,2017,5,15,,0,,153,Pakistan,6,South Asia,Balochistan,Isplinji,29.608364,67.051613,719
201705150032,2017,5,15,2017-05-15 00:00:00,0,,153,Pakistan,6,South Asia,Sindh,Sukkur,27.694357,68.836222,719
201705150044,2017,5,16,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Sur Kamar,34.004017,71.339912,719
201705160050,2017,5,16,,1,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Pang Dewana Baba,32.214296,70.37773,719
201705160052,2017,5,16,,0,,153,Pakistan,6,South Asia,Sindh,Qambar,27.589064,68.002861,719
201705160054,2017,5,16,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Ghalanai,34.320023,71.399002,719
201705170021,2017,5,18,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,719
201705170039,2017,5,17,2017-05-17 00:00:00,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Kharlachi,33.827411,69.963859,719
201705180053,2017,5,18,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Mohallah Mohsin Khan,34.218576,71.554591,719
201705180057,2017,5,18,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Sro Kali,34.565494,71.477429,719
201705190016,2017,5,19,,0,,153,Pakistan,6,South Asia,Balochistan,Hoshab,26.008619,63.891228,719
201705190019,2017,5,19,,1,,153,Pakistan,6,South Asia,Balochistan,Qila Abdullah district,30.805486,66.712915,719
201705200014,2017,5,20,,0,,153,Pakistan,6,South Asia,Balochistan,Parom,26.626959,63.353138,719
201705200015,2017,5,20,,1,,153,Pakistan,6,South Asia,Balochistan,Dera Murad Jamali,28.54439,68.218002,719
201705200016,2017,5,20,,0,,153,Pakistan,6,South Asia,Balochistan,Seni,29.673863,68.715498,719
201705200022,2017,5,20,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Lachi,33.386036,71.337593,719
201705200023,2017,5,20,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,719
201705200036,2017,5,20,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Zarif Kor,34.186253,71.454887,719
201705200055,2017,5,20,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Ghani Rehman Qila,34.135,71.538611,719
201705210019,2017,5,21,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,719
201705220013,2017,5,21,,1,,153,Pakistan,6,South Asia,Balochistan,Tump,26.102882,62.368946,719
201705220017,2017,5,22,,0,,153,Pakistan,6,South Asia,Balochistan,Panjgur,26.972136,64.114571,719
201705220019,2017,5,22,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Khairabad,34.718056,71.476667,719
201705220020,2017,5,22,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Khairabad,34.718056,71.476667,719
201705220021,2017,5,22,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Khairabad,34.718056,71.476667,719
201705220022,2017,5,22,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Khairabad,34.718056,71.476667,719
201705220023,2017,5,22,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Khairabad,34.718056,71.476667,719
201705220024,2017,5,22,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Khairabad,34.718056,71.476667,719
201705220025,2017,5,22,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Khairabad,34.718056,71.476667,719
201705220026,2017,5,22,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Khairabad,34.718056,71.476667,719
201705220027,2017,5,22,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Khairabad,34.718056,71.476667,719
201705230006,2017,5,23,,0,,153,Pakistan,6,South Asia,Balochistan,Turbat,25.999413,63.047451,719
201705230016,2017,5,22,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Aka Khel,33.822794,70.644326,719
201705240010,2017,5,24,,1,,153,Pakistan,6,South Asia,Balochistan,Quetta,30.200819,66.994354,719
201705240011,2017,5,24,,0,,153,Pakistan,6,South Asia,Balochistan,Chaghai district,28.980369,62.450415,719
201705240031,2017,5,24,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Bannu district,32.929773,70.669266,719
201705260015,2017,5,26,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Mandi Kas,33.910278,71.403333,719
201705270012,2017,5,27,,0,,153,Pakistan,6,South Asia,Balochistan,Nushki,29.552311,66.020508,719
201705280009,2017,5,28,,0,,153,Pakistan,6,South Asia,Balochistan,Pir Koh,29.143866,69.099785,719
201705280018,2017,5,28,,0,,153,Pakistan,6,South Asia,Azad Kashmir,Khilana,33.925906,73.781033,719
201705280020,2017,5,28,,0,,153,Pakistan,6,South Asia,Azad Kashmir,Khilana,33.925906,73.781033,719
201705290004,2017,5,29,,0,,153,Pakistan,6,South Asia,Balochistan,Quetta,30.200819,66.994354,719
201705290006,2017,5,29,,0,,153,Pakistan,6,South Asia,Balochistan,Hub,25.0529,66.912911,719
201705290007,2017,5,28,,0,,153,Pakistan,6,South Asia,Balochistan,Nok Jo,26.351551,64.820824,719
201705290034,2017,5,29,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Narai Kandaw,34.021103,71.287421,719
201705290046,2017,5,29,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Mattani,33.796459,71.558487,719
201705300009,2017,5,30,,0,,153,Pakistan,6,South Asia,Balochistan,Panjgur,26.9745,64.090165,719
201705300015,2017,5,30,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,719
201705310023,2017,5,31,,0,,153,Pakistan,6,South Asia,Balochistan,Quetta,30.200819,66.994354,719
201706020020,2017,6,2,,0,,153,Pakistan,6,South Asia,Islamabad Capital Territory,Islamabad,33.671638,73.056068,719
201706020035,2017,6,2,,0,,153,Pakistan,6,South Asia,Islamabad Capital Territory,Islamabad,33.671638,73.056068,719
201706030055,2017,6,3,,0,,153,Pakistan,6,South Asia,Punjab,Rawalpindi,33.594013,73.069077,719
201706040015,2017,6,4,,0,,153,Pakistan,6,South Asia,Balochistan,Quetta,30.200819,66.994354,719
201706040016,2017,6,4,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,719
201706050027,2017,6,5,,0,,153,Pakistan,6,South Asia,Balochistan,Isplinji,29.608364,67.051613,719
201706060022,2017,6,7,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,719
201706060034,2017,6,6,,0,,153,Pakistan,6,South Asia,Balochistan,Sui,28.51379,69.12302,719
201706070048,2017,6,7,,0,,153,Pakistan,6,South Asia,Balochistan,Shapak,26.038919,63.372955,719
201706080020,2017,6,8,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Dabar,34.898844,71.461675,719
201706090041,2017,6,9,,0,,153,Pakistan,6,South Asia,Punjab,Lahore,31.50547,74.34288,719
201706100038,2017,6,10,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Sultan Khel,34.079964,71.196915,719
201706100042,2017,6,10,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,719
201706110012,2017,6,11,,0,,153,Pakistan,6,South Asia,Balochistan,Johan,29.333328,66.966011,719
201706110014,2017,6,11,,0,,153,Pakistan,6,South Asia,Balochistan,Quetta,30.200819,66.994354,719
201706110023,2017,6,11,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Lora Chowk,33.992683,73.061821,719
201706110029,2017,6,11,,0,,153,Pakistan,6,South Asia,Balochistan,Gwadar district,25.378263,62.267628,719
201706120012,2017,6,12,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Swabi,34.123104,72.469017,719
201706130022,2017,6,13,,0,,153,Pakistan,6,South Asia,Balochistan,Pringabad,29.87701,66.859795,719
201706130032,2017,6,13,,0,,153,Pakistan,6,South Asia,Balochistan,Azizabad,29.583681,66.733505,719
201706150016,2017,6,15,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Chamkani,34.005901,71.648872,719
201706160023,2017,6,16,,0,,153,Pakistan,6,South Asia,Punjab,Rawalpindi,33.594013,73.069077,719
201706160042,2017,6,16,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Bezo,33.695975,70.336069,719
201706160043,2017,6,16,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Gorsal One,34.558814,71.278684,719
201706160044,2017,6,16,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Batho,34.565494,71.477429,719
201706160045,2017,6,16,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Torabara,34.497708,71.372751,719
201706170008,2017,6,17,,0,,153,Pakistan,6,South Asia,Balochistan,Sabazkoh,26.954911,64.09907,719
201706170042,2017,6,17,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Bezo,33.695975,70.336069,719
201706170043,2017,6,17,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Khwana Kandao,33.837271,69.963906,719
201706170044,2017,6,17,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Katwao,33.695975,70.336069,719
201706180027,2017,6,18,,0,,153,Pakistan,6,South Asia,Balochistan,Wadh,27.342552,66.36792,719
201706190014,2017,6,19,,0,,153,Pakistan,6,South Asia,Balochistan,Jiwani,25.05258,61.746845,719
201706200014,2017,6,20,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,719
201706200032,2017,6,20,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Dewana Baba Ziarat,32.297255,70.38434,719
201706200034,2017,6,20,,0,,153,Pakistan,6,South Asia,Sindh,Karampur,28.100904,68.932327,719
201706230009,2017,6,23,,0,,153,Pakistan,6,South Asia,Balochistan,Quetta,30.200819,66.994354,719
201706230010,2017,6,23,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Parachinar,33.897995,70.107536,719
201706230011,2017,6,23,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Parachinar,33.897995,70.107536,719
201706230012,2017,6,23,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,719
201706230013,2017,6,24,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,719
201706230036,2017,6,23,2017-06-23 00:00:00,0,,153,Pakistan,6,South Asia,Balochistan,Mastung district,29.402146,67.193233,719
201706240013,2017,6,24,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Spin Toot,32.320237,69.859741,719
201706250003,2017,6,25,,0,,153,Pakistan,6,South Asia,Balochistan,Wadh,27.342552,66.36792,719
201706250004,2017,6,25,,0,,153,Pakistan,6,South Asia,Balochistan,Patri,28.663723,67.370224,719
201706250030,2017,6,25,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Speenmark,32.442901,69.95593,719
201706260006,2017,6,26,,0,,153,Pakistan,6,South Asia,Balochistan,Awaran district,26.095344,65.475918,719
201706270006,2017,6,27,,1,,153,Pakistan,6,South Asia,Balochistan,Kech district,26.125014,63.003735,719
201706290004,2017,6,27,,0,,153,Pakistan,6,South Asia,Balochistan,Quetta,30.200819,66.994354,719
201706300008,2017,6,30,,0,,153,Pakistan,6,South Asia,Balochistan,Machh,29.855375,67.339928,719
201706300017,2017,6,30,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Swat district,35.487407,72.533736,719
201707010007,2017,7,1,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Aka Khel,33.823646,70.645194,719
201707010027,2017,7,1,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Swabi district,34.144223,72.378468,719
201707020013,2017,7,2,,0,,153,Pakistan,6,South Asia,Balochistan,Balnagore,25.83236,62.261208,719
201707020022,2017,7,2,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,719
201707030037,2017,7,3,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,719
201707030056,2017,7,3,,0,,153,Pakistan,6,South Asia,Balochistan,Dalbandin,28.893738,64.405846,719
201707040029,2017,7,4,,0,,153,Pakistan,6,South Asia,Balochistan,Mastung,29.803965,66.85099,719
201707050037,2017,7,5,,0,,153,Pakistan,6,South Asia,Balochistan,Quetta,30.200819,66.994354,719
201707060005,2017,7,6,,0,,153,Pakistan,6,South Asia,Balochistan,Quetta,30.200819,66.994354,719
201707060006,2017,7,6,,0,,153,Pakistan,6,South Asia,Balochistan,Panjgur,26.972136,64.114571,719
201707060012,2017,7,6,,0,,153,Pakistan,6,South Asia,Balochistan,Chashma Achozai,30.291283,66.95717,719
201707060013,2017,7,6,,0,,153,Pakistan,6,South Asia,Balochistan,Sariab,30.084515,66.983437,719
201707070006,2017,7,7,,0,,153,Pakistan,6,South Asia,Balochistan,Quetta,30.200819,66.994354,719
201707070010,2017,7,7,,0,,153,Pakistan,6,South Asia,Balochistan,Wadh,27.342552,66.36792,719
201707070031,2017,7,7,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,719
201707080003,2017,7,8,,0,,153,Pakistan,6,South Asia,Balochistan,Panjgur,26.972136,64.114571,719
201707080020,2017,7,8,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Akhel,33.605007,70.839087,719
201707090006,2017,7,9,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Sheikh Baba Gulona,34.566889,71.248975,719
201707090007,2017,7,9,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Sheikh Baba Gulona,34.566889,71.248975,719
201707100006,2017,7,10,,0,,153,Pakistan,6,South Asia,Balochistan,Chaman,30.92211,66.45153,719
201707100007,2017,7,10,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Tegha,33.418412,70.468875,719
201707100008,2017,7,10,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Tegha,33.418412,70.468875,719
201707100020,2017,7,10,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,719
201707110022,2017,7,11,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Shagoo,34.828592,71.606297,719
201707120037,2017,7,12,,0,,153,Pakistan,6,South Asia,Balochistan,Kohlu,29.901324,69.259697,719
201707130012,2017,7,13,,0,,153,Pakistan,6,South Asia,Balochistan,Quetta,30.200819,66.994354,719
201707130024,2017,7,13,,0,,153,Pakistan,6,South Asia,Balochistan,Quetta,30.200819,66.994354,719
201707140017,2017,7,14,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Jarobi,33.916111,70.612222,719
201707150038,2017,7,15,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Tank,32.214279,70.37749,719
201707160004,2017,7,16,,0,,153,Pakistan,6,South Asia,Balochistan,Qamar din Kerez,31.659303,68.403388,719
201707160005,2017,7,16,,0,,153,Pakistan,6,South Asia,Balochistan,Kuchlak,30.354935,66.944313,719
201707160008,2017,7,16,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Malakdin Khel,33.872543,71.354799,719
201707160030,2017,7,16,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Salarzai,34.866207,71.526382,719
201707170003,2017,7,17,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Hayatabad,33.976307,71.437157,719
201707170005,2017,7,17,,0,,153,Pakistan,6,South Asia,Balochistan,Chaman,30.92211,66.45153,719
201707170034,2017,7,17,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,719
201707170038,2017,7,17,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,719
201707180040,2017,7,17,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Karak,33.103294,71.093818,719
201707190011,2017,7,19,,0,,153,Pakistan,6,South Asia,Balochistan,Choto,29.831414,66.832856,719
